Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,B-757-200,1,1,3/21/01 0:00,No damage,2,UPS AIRLINES,Texas,Climb,Medium,No Cloud,Unknown bird - medium,0,100,0,Yes
Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,B-767-200,1,1,3/22/01 0:00,No damage,2,ABX AIR,Texas,Climb,Medium,No Cloud,Unknown bird - medium,0,"4,400",0,Yes
Airplane,PHOENIX DEER VALLEY ARPT,< 1000 ft,C-182 SKYLAN,1,1,3/22/01 0:00,No damage,1,PRIVATELY OWNED,Arizona,Climb,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,1,1,3/22/01 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Overcast,Meadowlarks,0,0,0,No
Airplane,LAMBERT-ST LOUIS INTL,> 1000 ft,B-717-200,1,1,3/22/01 0:00,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Climb,Large,Some Cloud,Unknown bird - large,"49,726","5,500",0,No
Airplane,MOLOKAI ARPT,< 1000 ft,DHC8 DASH 8,1,1,3/23/01 0:00,No damage,2,ISLAND AIR,Hawaii,Taxi,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,HONOLULU INTL ARPT,< 1000 ft,DC-9-50,1,1,3/23/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Small,Some Cloud,Pacific golden-plover,0,200,0,No
Airplane,AKRON-CANTON MUNICIPAL,< 1000 ft,CL-RJ100/200,1,1,3/23/01 0:00,No damage,2,COMAIR AIRLINES,Ohio,Approach,Large,No Cloud,Canada goose,0,200,0,No
Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-700,1,1,3/23/01 0:00,No damage,2,ALASKA AIRLINES,Oregon,Approach,Small,Some Cloud,Unknown bird - small,0,"10,000",0,Yes
Airplane,ALBUQUERQUE INTL,> 1000 ft,MD-80,1,1,3/24/01 0:00,No damage,2,AMERICAN AIRLINES,New Mexico,Approach,Small,No Cloud,Unknown bird - small,0,"1,500",0,No
Airplane,JACKSONVILLE INTL,< 1000 ft,A-320,1,1,3/25/01 0:00,No damage,2,US AIRWAYS*,Florida,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,3/25/01 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Approach,Small,Some Cloud,Unknown bird - small,0,50,0,No
Airplane,PORTLAND INTL (OR),< 1000 ft,DHC8 DASH 8,1,1,3/25/01 0:00,No damage,2,HORIZON AIR,Oregon,Landing Roll,Small,No Cloud,European starling,0,0,0,No
Airplane,LONG BEACH-DAUGH FLD,> 1000 ft,MD-80,1,1,3/26/01 0:00,No damage,2,AMERICAN AIRLINES,California,Descent,Medium,No Cloud,Unknown bird - medium,0,"7,000",0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,1,1,3/26/01 0:00,No damage,2,AMERICA WEST AIRLINES,Texas,Approach,Small,Some Cloud,European starling,0,20,0,Yes
Airplane,BURKE LAKEFRONT,< 1000 ft,DA-50 FALCON,1,1,3/27/01 0:00,Caused damage,3,BUSINESS,Ohio,Approach,Large,Some Cloud,Canada goose,0,15,0,No
Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,B-767-300,1,1,3/28/01 0:00,No damage,2,AMERICAN AIRLINES,DC,Approach,Medium,Some Cloud,Unknown bird - medium,0,"2,000",0,Yes
Airplane,SAN ANTONIO INTL,< 1000 ft,MD-82,1,1,3/28/01 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,800,0,No
Airplane,SHREVEPORT REGIONAL,< 1000 ft,SAAB-340,1,1,3/29/01 0:00,No damage,2,PINNACLE,Louisiana,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,DES MOINES INTL,< 1000 ft,AVRO RJ 85,1,1,3/30/01 0:00,No damage,4,MESABA AIRLINES,Iowa,Approach,Small,Some Cloud,Unknown bird - small,0,600,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,SAAB-340,1,1,3/30/01 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Descent,Medium,Some Cloud,Unknown bird - medium,0,"5,000",0,No
Airplane,MOBILE REGIONAL,> 1000 ft,MD-88,1,1,3/30/01 0:00,No damage,2,DELTA AIR LINES,Alabama,Descent,Small,No Cloud,Unknown bird - small,0,"5,400",0,No
Airplane,LOVELL FIELD ARPT,< 1000 ft,HAWKER 800,1,1,3/31/01 0:00,No damage,2,BUSINESS,Tennessee,Approach,Medium,Overcast,Unknown bird - medium,0,700,0,No
Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,B-737-200,1,1,04-02-2001,No damage,2,ALASKA AIRLINES,Alaska,Approach,Small,Overcast,Unknown bird - small,0,800,0,Yes
Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,04-02-2001,No damage,2,US AIRWAYS*,Missouri,Approach,Medium,Overcast,Red-tailed hawk,0,5,0,Yes
Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,04-02-2001,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,30,0,Yes
Airplane,EXECUTIVE ARPT,< 1000 ft,LEARJET-35,1,1,04-02-2001,No damage,2,BUSINESS,Florida,Approach,Small,No Cloud,Unknown bird - small,0,10,0,No
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,1,04-03-2001,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Large,Some Cloud,Unknown bird - large,0,"2,800",0,Yes
Airplane,RALEIGH-DURHAM INTL,< 1000 ft,MD-82,1,1,04-03-2001,No damage,2,AMERICAN AIRLINES,North Carolina,Approach,Small,Overcast,Unknown bird - small,0,800,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,A-320,1,1,04-03-2001,No damage,2,NORTHWEST AIRLINES,Minnesota,Approach,Large,No Cloud,Canada goose,0,"1,200",0,No
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,MD-80,1,1,04-03-2001,No damage,2,US AIRWAYS*,North Carolina,Approach,Medium,Overcast,Ring-billed gull,0,100,0,No
Airplane,JACKSONVILLE INTL,> 1000 ft,BE-1900,1,1,04-03-2001,No damage,2,AIR MIDWEST,Florida,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,400",0,No
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-300,1,1,04-03-2001,No damage,2,SOUTHWEST AIRLINES,Maryland,Descent,Medium,No Cloud,Unknown bird - medium,0,"4,500",0,Yes
Airplane,NASHVILLE INTL,< 1000 ft,B-737-700,1,1,04-03-2001,No damage,2,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Some Cloud,Unknown bird - small,0,10,0,Yes
Airplane,LOUISVILLE INTL ARPT,> 1000 ft,B-727,1,1,04-04-2001,No damage,3,UPS AIRLINES,Kentucky,Descent,Small,No Cloud,Unknown bird - small,0,"5,500",0,No
Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,1,1,04-04-2001,No damage,2,HAWAIIAN AIR,Hawaii,Climb,Small,Some Cloud,Unknown bird - small,0,400,0,No
Airplane,ATLANTA INTL,< 1000 ft,FOKKER F100,1,1,04-04-2001,No damage,2,US AIRWAYS*,Georgia,Approach,Small,Some Cloud,Unknown bird - small,0,330,0,No
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-500,1,1,04-04-2001,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Small,No Cloud,Unknown bird - small,0,"4,400",0,Yes
Airplane,WICHITA MID-CONTINENT ARPT,> 1000 ft,BE-200 KING,1,1,04-04-2001,Caused damage,2,BUSINESS,Kansas,Climb,Large,Overcast,Unknown bird - large,"7,810","10,000",0,No
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,1,1,04-05-2001,No damage,2,US AIRWAYS*,DC,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,NORFOLK INTL,< 1000 ft,BA-31 JETSTR,1,1,04-05-2001,No damage,2,BUSINESS,Virginia,Approach,Small,Some Cloud,American kestrel,0,50,0,No
Airplane,EPPLEY AIRFIELD,< 1000 ft,B-757-200,1,1,04-05-2001,No damage,2,UPS AIRLINES,Nebraska,Approach,Small,Some Cloud,Unknown bird - small,0,500,0,Yes
Airplane,RALEIGH-DURHAM INTL,< 1000 ft,BE-33,1,1,04-05-2001,No damage,1,BUSINESS,North Carolina,Approach,Small,Overcast,Unknown bird - small,0,500,0,No
Airplane,SEATTLE-TACOMA INTL,> 1000 ft,B-737-800,1,1,04-05-2001,No damage,2,AMERICAN AIRLINES,Washington,Approach,Medium,No Cloud,Unknown bird - medium,0,"2,000",0,Yes
Airplane,WAUKEGAN REGIONAL ARPT,< 1000 ft,GULFAERO IV,1,1,04-06-2001,Caused damage,2,BUSINESS,Illinois,Take-off run,Medium,Overcast,Unknown bird - medium,"13,016",0,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,SAAB-340,1,1,04-08-2001,No damage,2,MESABA AIRLINES,Minnesota,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,600",0,No
Airplane,INDIANAPOLIS METROPOLITAN ARPT,> 1000 ft,C-182 SKYLAN,1,1,04-08-2001,No damage,1,BUSINESS,Indiana,Descent,Medium,No Cloud,Unknown bird - medium,0,"3,500",0,No
Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,1,1,04-08-2001,No damage,2,AMERICA WEST AIRLINES,California,Approach,Medium,Some Cloud,Unknown bird - medium,0,50,0,Yes
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,1,1,04-08-2001,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,FOKKER F100,1,1,04-08-2001,No damage,2,AMERICAN AIRLINES,Illinois,Approach,Small,No Cloud,Unknown bird - small,0,"1,500",0,No
Airplane,ATLANTA INTL,< 1000 ft,EMB-120,1,1,04-09-2001,No damage,2,ATLANTIC SOUTHEAST,Georgia,Approach,Large,No Cloud,Unknown bird - large,0,100,0,No
Airplane,ASHEVILLE REGIONAL ARPT,> 1000 ft,B-737-400,1,1,04-10-2001,No damage,2,US AIRWAYS*,North Carolina,Descent,Medium,No Cloud,Unknown bird - medium,0,"4,000",0,Yes
Airplane,LAGUARDIA NY,> 1000 ft,B-737-300,1,1,04-11-2001,No damage,2,US AIRWAYS*,New York,Climb,Medium,Overcast,Unknown bird - medium,0,"1,200",0,Yes
Airplane,TETERBORO AIRPORT,< 1000 ft,DA-900,1,1,04-11-2001,No damage,3,BUSINESS,New Jersey,Take-off run,Small,Overcast,American kestrel,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,1,04-11-2001,No damage,2,AMERICAN AIRLINES,Texas,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,TETERBORO AIRPORT,< 1000 ft,BE-58  BARON,1,1,04-11-2001,No damage,2,AIRNET EXPRESS,New Jersey,Taxi,Medium,Overcast,Mallard,0,0,0,No
Airplane,NASHVILLE INTL,< 1000 ft,MD-88,1,1,04-12-2001,No damage,2,DELTA AIR LINES,Tennessee,Approach,Small,No Cloud,Eastern meadowlark,0,100,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-767-300,1,1,04-12-2001,No damage,2,DELTA AIR LINES,Kentucky,Take-off run,Medium,Some Cloud,Unknown bird - medium,0,0,0,Yes
Airplane,PORTLAND INTL (OR),< 1000 ft,B-727,1,1,4/13/01 0:00,No damage,3,KITTY HAWK AIR CARGO,Oregon,Take-off run,Medium,Overcast,Mallard,0,0,0,No
Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-300,1,1,4/15/01 0:00,No damage,2,DELTA AIR LINES,Oregon,Descent,Small,Some Cloud,Unknown bird - small,0,"7,000",0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-300,1,1,4/16/01 0:00,No damage,2,SOUTHERN AIR TRANSPORT,Illinois,Take-off run,Medium,Some Cloud,Ring-billed gull,0,0,0,Yes
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,MD-80,1,1,4/16/01 0:00,No damage,2,US AIRWAYS*,Rhode Island,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,KAHULUI ARPT,< 1000 ft,B-737-200,1,1,4/17/01 0:00,No damage,2,ALOHA AIRLINES,Hawaii,Take-off run,Small,Overcast,Zebra dove,0,0,0,Yes
Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-757-200,1,1,4/17/01 0:00,Caused damage,2,AMERICA WEST AIRLINES,Arizona,Approach,Small,No Cloud,Mourning dove,0,200,0,Yes
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,DA-900,1,1,4/18/01 0:00,No damage,3,BUSINESS,DC,Approach,Medium,No Cloud,Ring-billed gull,0,40,0,No
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-319,1,1,4/18/01 0:00,No damage,2,NORTHWEST AIRLINES,Minnesota,Approach,Small,No Cloud,Unknown bird - small,0,200,0,No
Airplane,CHICAGO EXECUTIVE ARPT,< 1000 ft,PA-31 NAVAJO,1,1,4/18/01 0:00,Caused damage,2,BUSINESS,Illinois,Landing Roll,Large,Some Cloud,Canada goose,"19,524",0,0,No
Airplane,HUNTSVILLE INTL,< 1000 ft,FOKKER F100,1,1,4/19/01 0:00,No damage,2,US AIRWAYS*,Alabama,Climb,Medium,No Cloud,Unknown bird - medium,0,750,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-300,1,1,4/19/01 0:00,Caused damage,2,AMERICA WEST AIRLINES,Texas,Approach,Small,Overcast,Unknown bird - small,130,"1,000",0,Yes
Airplane,KAHULUI ARPT,< 1000 ft,PA-31 NAVAJO,1,1,4/20/01 0:00,No damage,2,BUSINESS,Hawaii,Climb,Small,Some Cloud,Unknown bird - small,0,50,0,No
Airplane,SANTA BARBARA MUNICIPAL,< 1000 ft,SAAB-340,1,1,4/21/01 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Landing Roll,Medium,No Cloud,American crow,0,0,0,No
Airplane,CORPUS CHRISTI INTL ARPT,< 1000 ft,EMB-145,1,1,4/21/01 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Climb,Small,Some Cloud,Unknown bird - small,0,800,0,No
Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,ATR-42,1,1,4/22/01 0:00,No damage,2,AMERICA WEST AIRLINES,Puerto Rico,Approach,Medium,No Cloud,Unknown bird - medium,0,25,0,No
Airplane,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,B-727,1,1,4/22/01 0:00,No damage,3,AMERICAN AIRLINES,Texas,Descent,Small,Some Cloud,Unknown bird - small,0,"5,300",0,No
Airplane,GREATER ROCHESTER INTL,< 1000 ft,DHC8 DASH 8,1,1,4/23/01 0:00,No damage,2,ALLEGHENYAIRLINES,New York,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,DORNIER 328,1,1,4/23/01 0:00,No damage,2,PSA AIRLINES,Kentucky,Climb,Large,No Cloud,Unknown bird - large,0,500,0,No
Airplane,EPPLEY AIRFIELD,< 1000 ft,DA-20 FALCON,1,1,4/23/01 0:00,No damage,2,BUSINESS,Nebraska,Take-off run,Medium,Overcast,Unknown bird - medium,0,0,0,No
Airplane,MCGHEE TYSON ARPT,< 1000 ft,EMB-145,1,1,4/24/01 0:00,No damage,2,MESA AIRLINES,Tennessee,Take-off run,Small,Some Cloud,Mourning dove,0,0,0,No
Airplane,JOHN F KENNEDY INTL,< 1000 ft,SAAB-340,1,1,4/24/01 0:00,Caused damage,2,AMERICAN EAGLE AIRLINES,New York,Climb,Large,No Cloud,Common loon,0,800,0,No
Airplane,SAN DIEGO INTL,> 1000 ft,MD-82,1,1,4/24/01 0:00,No damage,2,AMERICAN AIRLINES,California,Approach,Small,No Cloud,Unknown bird - small,0,"2,100",0,No
Airplane,PHOENIX SKY HARBOR,> 1000 ft,MD-88,1,1,4/25/01 0:00,No damage,2,DELTA AIR LINES,Arizona,Approach,Small,No Cloud,Unknown bird - small,0,"5,000",0,No
Airplane,HOUSTON-HOBBY,< 1000 ft,B-737-300,1,1,4/25/01 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Climb,Small,No Cloud,Unknown bird - small,0,"1,000",0,Yes
Airplane,PORT COLUMBUS INTL,< 1000 ft,A-320,1,1,4/26/01 0:00,Caused damage,2,AMERICA WEST AIRLINES,Ohio,Take-off run,Small,No Cloud,Mourning dove,0,0,0,No
Airplane,MIAMI INTL,> 1000 ft,MD-83,1,1,4/26/01 0:00,No damage,2,AMERICAN AIRLINES,Florida,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,500",0,No
Airplane,TETERBORO AIRPORT,< 1000 ft,DHC6,1,1,4/27/01 0:00,No damage,2,BUSINESS,New Jersey,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,MCCARREN INTL,> 1000 ft,B-757-200,1,1,4/27/01 0:00,No damage,2,AMERICA WEST AIRLINES,Nevada,Approach,Small,No Cloud,Unknown bird - small,0,"3,500",0,Yes
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,BE-1900,1,1,4/28/01 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,No Cloud,European starling,0,500,0,No
Airplane,MEMPHIS INTL,> 1000 ft,B-727-100,1,1,4/28/01 0:00,No damage,3,FEDEX EXPRESS,Tennessee,Approach,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,HARRISBURG INTL,< 1000 ft,FOKKER F100,1,1,4/29/01 0:00,No damage,2,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Some Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,PHOENIX SKY HARBOR,< 1000 ft,A-319,1,1,4/29/01 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Take-off run,Large,No Cloud,Great blue heron,0,0,0,No
Airplane,KANSAS CITY INTL,< 1000 ft,MD-83,1,1,4/29/01 0:00,No damage,2,TRANS WORLD AIRLINES,Missouri,Approach,Small,Some Cloud,Horned lark,0,300,0,No
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,MD-83,1,1,4/30/01 0:00,No damage,2,TRANS WORLD AIRLINES,Missouri,Climb,Large,No Cloud,Unknown bird - large,0,"1,000",0,No
Airplane,COBB COUNTY ARPT-MC COLLUM FIELD,< 1000 ft,C-210 CENTUR,1,1,4/30/01 0:00,No damage,1,BUSINESS,Georgia,Approach,Small,Some Cloud,Unknown bird - small,0,100,0,No
Airplane,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,B-727-200,1,1,4/30/01 0:00,No damage,3,ATA AIRLINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,"1,000",0,No
Airplane,NASHVILLE INTL,< 1000 ft,PA-34 SENECA,1,1,4/30/01 0:00,No damage,2,BUSINESS,Tennessee,Approach,Medium,No Cloud,Unknown bird - medium,0,150,0,No
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,MD-80,1,1,05-01-2001,No damage,2,CONTINENTAL AIRLINES,Florida,Climb,Medium,Some Cloud,Mottled duck,0,100,0,No
Airplane,W K KELLOGG ARPT,> 1000 ft,CITATIONJET,1,1,05-01-2001,No damage,2,BUSINESS,Michigan,Approach,Medium,Some Cloud,Unknown bird - medium,0,"1,200",0,No
Airplane,INDIANAPOLIS INTL,> 1000 ft,DC-10,1,1,05-01-2001,No damage,3,FEDEX EXPRESS,Indiana,Approach,Small,No Cloud,Unknown bird - small,0,"2,500",0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,MD-80,1,1,05-01-2001,No damage,2,AMERICAN AIRLINES,Michigan,Take-off run,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,C-172,1,1,05-02-2001,No damage,1,PRIVATELY OWNED,Massachusetts,Landing Roll,Large,No Cloud,Canada goose,0,0,0,No
Airplane,MEMPHIS INTL,> 1000 ft,SAAB-340,1,1,05-02-2001,No damage,2,PINNACLE,Tennessee,Climb,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,No
Airplane,RENO TAHOE INTL,< 1000 ft,B-737-300,1,1,05-02-2001,No damage,2,AMERICA WEST AIRLINES,Nevada,Approach,Small,Some Cloud,Unknown bird - small,0,50,0,Yes
Airplane,SOUTHWEST FLORIDA INTL ARPT,> 1000 ft,B-757-200,1,1,05-02-2001,No damage,2,UNITED AIRLINES,Florida,Approach,Small,Some Cloud,Unknown bird - small,0,"1,600",0,Yes
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-700,1,1,05-03-2001,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,Small,No Cloud,Unknown bird - small,0,"2,000",0,Yes
Airplane,WILMINGTON INTL,< 1000 ft,B-767-200,1,1,05-04-2001,No damage,2,ABX AIR,North Carolina,Climb,Medium,Some Cloud,Unknown bird - medium,0,"1,000",0,Yes
Airplane,NASHVILLE INTL,< 1000 ft,B-737-700,1,1,05-04-2001,No damage,2,SOUTHWEST AIRLINES,Tennessee,Approach,Small,No Cloud,Unknown bird - small,0,800,0,Yes
Airplane,AIRBORNE AIRPARK,> 1000 ft,B-767-200,1,1,05-04-2001,No damage,2,ABX AIR,Ohio,Approach,Small,No Cloud,Unknown bird - small,0,"3,000",0,Yes
Airplane,GREATER PITTSBURGH,< 1000 ft,A-319,1,1,05-05-2001,No damage,2,US AIRWAYS*,Pennsylvania,Climb,Small,No Cloud,Rock pigeon,0,300,0,No
Airplane,FORT WORTH ALLIANCE,> 1000 ft,B-727-200,1,1,05-05-2001,No damage,3,FEDEX EXPRESS,Texas,Approach,Medium,Some Cloud,Unknown bird - medium,0,"4,000",0,No
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737,1,1,05-06-2001,No damage,2,ALASKA AIRLINES,California,Climb,Medium,No Cloud,Unknown bird - medium,0,100,0,Yes
Airplane,MIAMI INTL,> 1000 ft,B-777-200,1,1,05-06-2001,No damage,2,AMERICAN AIRLINES,Florida,Approach,Small,No Cloud,Unknown bird - small,0,"1,500",0,No
Airplane,SHREVEPORT REGIONAL,< 1000 ft,EMB-145,1,1,05-06-2001,No damage,2,CHAUTAUQUA AIRLINES,Louisiana,Approach,Small,No Cloud,Unknown bird - small,0,70,0,No
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-727,1,1,05-06-2001,No damage,3,DELTA AIR LINES,Alabama,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,NASHVILLE INTL,< 1000 ft,B-737-200,1,1,05-06-2001,No damage,2,DELTA AIR LINES,Tennessee,Approach,Small,No Cloud,Unknown bird - small,0,600,0,Yes
Airplane,LAFAYETTE REGIONAL (LA),< 1000 ft,SAAB-340,1,1,05-06-2001,No damage,2,PINNACLE,Louisiana,Take-off run,Medium,Overcast,Unknown bird - medium,0,0,0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-747-1/200,1,1,05-06-2001,Caused damage,4,ATLAS AIR,Texas,Climb,Small,Overcast,Boat-tailed grackle,0,10,0,No
Airplane,MCCARREN INTL,< 1000 ft,A-320,1,1,05-07-2001,No damage,2,AMERICA WEST AIRLINES,Nevada,Approach,Small,No Cloud,Unknown bird - small,0,300,0,No
Airplane,GREATER PITTSBURGH,> 1000 ft,CL-RJ100/200,1,1,05-07-2001,No damage,2,MIDWAY AIRLINES,Pennsylvania,Approach,Small,Some Cloud,Unknown bird - small,0,"2,000",0,No
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,B-737-300,1,1,05-07-2001,No damage,2,AMERICA WEST AIRLINES,California,Take-off run,Small,No Cloud,Cliff swallow,0,0,0,Yes
Airplane,DALLAS/FORT WORTH INTL ARPT,> 1000 ft,SAAB-340,1,1,05-07-2001,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,No Cloud,Unknown bird - small,0,"1,200",0,No
Airplane,PORT COLUMBUS INTL,> 1000 ft,MD-80,1,1,05-07-2001,No damage,2,AMERICAN AIRLINES,Ohio,Approach,Small,Some Cloud,Unknown bird - small,0,"3,000",0,No
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,DC-9-30,1,1,05-08-2001,No damage,2,TRANS WORLD AIRLINES,Texas,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727,1,1,05-08-2001,No damage,3,DELTA AIR LINES,Kentucky,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-727,1,1,05-08-2001,No damage,3,DELTA AIR LINES,Kentucky,Landing Roll,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,EMB-145,1,1,05-09-2001,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Small,Some Cloud,Unknown bird - small,0,"2,500",0,No
Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-767-300,1,1,05-09-2001,No damage,2,AMERICAN AIRLINES,New York,Take-off run,Small,No Cloud,European starling,0,0,0,Yes
Airplane,SAN DIEGO INTL,> 1000 ft,MD-80,1,1,05-09-2001,No damage,2,AMERICAN AIRLINES,California,Climb,Small,Overcast,Unknown bird - small,0,"2,000",0,No
Airplane,HARRISBURG INTL,< 1000 ft,FOKKER F100,1,1,05-10-2001,No damage,2,US AIRWAYS*,Pennsylvania,Take-off run,Small,Overcast,Unknown bird - small,0,0,0,No
Airplane,RALEIGH-DURHAM INTL,< 1000 ft,B-737-300,1,1,05-10-2001,No damage,2,SOUTHWEST AIRLINES,North Carolina,Climb,Small,Some Cloud,Unknown bird - small,0,100,0,Yes
Airplane,BATON ROUGE METRO,< 1000 ft,SAAB-340,1,1,05-11-2001,No damage,2,AMERICAN EAGLE AIRLINES,Louisiana,Approach,Small,No Cloud,Unknown bird - small,0,500,0,No
Airplane,ABILENE REGIONAL ARPT,< 1000 ft,SAAB-340,1,1,05-11-2001,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Climb,Small,Some Cloud,Unknown bird - small,0,50,0,No
Airplane,HILO INTL ARPT,< 1000 ft,DC-9-50,1,1,05-12-2001,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,EMB-135,1,1,05-12-2001,No damage,2,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Some Cloud,Unknown bird - small,0,"1,000",0,No
