Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Wildlife: Size,Conditions: Sky,Wildlife: Species,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-737-800,1,1,8/13/07 0:00,No damage,2,DELTA AIR LINES,Kentucky,Landing Roll,Medium,Some Cloud,Red-tailed hawk,0,0,0,Yes
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,B-757-300,1,1,8/14/07 0:00,No damage,2,CONTINENTAL AIRLINES,Ohio,Take-off run,Medium,Overcast,Red-tailed hawk,0,0,0,Yes
Airplane,MCCARREN INTL,> 1000 ft,B-757-200,1,1,8/14/07 0:00,No damage,2,US AIRWAYS*,Nevada,Approach,Medium,No Cloud,Unknown bird - medium,0,"8,000",0,Yes
Airplane,LOUISVILLE INTL ARPT,> 1000 ft,B-767-300,1,1,8/14/07 0:00,No damage,2,UPS AIRLINES,Kentucky,Approach,Medium,No Cloud,Unknown bird - medium,0,"3,000",0,Yes
Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,BA-125-800,1,1,8/14/07 0:00,No damage,2,BUSINESS,Missouri,Approach,Small,No Cloud,Unknown bird - small,83,400,0,No
Airplane,PORT COLUMBUS INTL,< 1000 ft,CL-RJ100/200,1,1,8/14/07 0:00,No damage,2,AIR WISCONSIN AIRLINES,Ohio,Approach,Small,Some Cloud,Eastern meadowlark,0,10,0,No
Airplane,BUFFALO-NIAGARA INTL,> 1000 ft,B-737-700,1,1,8/14/07 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Approach,Medium,No Cloud,Unknown bird - medium,0,"1,500",0,Yes
Airplane,SEATTLE-TACOMA INTL,> 1000 ft,A-320,1,1,8/14/07 0:00,No damage,2,JETBLUE AIRWAYS,Washington,Approach,Small,No Cloud,Unknown bird - small,0,"4,000",0,No
Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,8/14/07 0:00,No damage,2,JETBLUE AIRWAYS,New York,Landing Roll,Small,No Cloud,Rock pigeon,0,0,0,No
Airplane,PHOENIX SKY HARBOR,< 1000 ft,A-320,1,1,8/14/07 0:00,No damage,2,US AIRWAYS*,Arizona,Landing Roll,Small,Some Cloud,White-winged dove,0,0,0,No
Airplane,SANTA MARIA PUBLIC,< 1000 ft,BE-90  KING,1,1,8/14/07 0:00,Caused damage,2,BUSINESS,California,Climb,Large,No Cloud,Turkey vulture,0,300,0,No
Airplane,FORT WAYNE INTL,< 1000 ft,EMB-145,1,1,8/14/07 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Indiana,Approach,Small,No Cloud,Killdeer,0,100,0,No
Airplane,GENESEE COUNTY ARPT,< 1000 ft,PA-28,1,1,8/15/07 0:00,No damage,1,BUSINESS,New York,Climb,Small,Some Cloud,Unknown bird - small,0,40,0,No
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-320,1,1,8/15/07 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,Overcast,Rough-legged hawk,0,0,0,No
Airplane,ONTARIO INTL ARPT,> 1000 ft,B-737-300,1,1,8/15/07 0:00,No damage,2,SOUTHWEST AIRLINES,California,Climb,Small,No Cloud,Unknown bird - small,0,"7,000",0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,> 1000 ft,B-737-700,1,1,8/15/07 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Small,Some Cloud,Unknown bird - small,0,"3,000",0,Yes
Airplane,LAGUARDIA NY,< 1000 ft,CL-RJ100/200,1,1,8/15/07 0:00,No damage,2,COMAIR AIRLINES,New York,Approach,Small,Some Cloud,Killdeer,0,20,0,No
Airplane,BLOOMINGTON/NORMAL,< 1000 ft,DC-9,1,1,8/15/07 0:00,No damage,2,ABX AIR,Illinois,Landing Roll,Small,Overcast,Killdeer,0,0,0,No
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-700,1,1,8/15/07 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Landing Roll,Small,Some Cloud,Tree swallow,0,0,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,A-320,1,1,8/15/07 0:00,No damage,2,JETBLUE AIRWAYS,Utah,Approach,Small,Some Cloud,Barn owl,0,20,0,No
Airplane,BRADLEY INTL,< 1000 ft,B-757-200,1,1,8/15/07 0:00,No damage,2,UPS AIRLINES,Connecticut,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,Yes
Airplane,BRADLEY INTL,< 1000 ft,A-320,1,1,8/15/07 0:00,No damage,2,NORTHWEST AIRLINES,Connecticut,Approach,Small,Some Cloud,Unknown bird - small,0,90,0,No
Airplane,WILL ROGERS WORLD ARPT,< 1000 ft,B-737-300,1,1,8/16/07 0:00,No damage,2,SOUTHWEST AIRLINES,Oklahoma,Climb,Small,No Cloud,Unknown bird - small,0,200,0,Yes
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-300,1,1,8/16/07 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Landing Roll,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-700,1,1,8/16/07 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Climb,Small,Some Cloud,Unknown bird - small,0,200,0,Yes
Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ900,1,1,8/16/07 0:00,No damage,2,SKYWEST AIRLINES,Utah,Take-off run,Small,No Cloud,Barn swallow,0,0,0,No
Airplane,NEW ORLEANS INTL,< 1000 ft,B-737-700,1,1,8/16/07 0:00,No damage,2,SOUTHWEST AIRLINES,Louisiana,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,Yes
Airplane,PORTLAND INTL (OR),< 1000 ft,EMB-120,1,1,8/16/07 0:00,No damage,2,SKYWEST AIRLINES,Oregon,Climb,Large,Overcast,Great blue heron,0,25,0,No
Airplane,BARNSTABLE MUNICIPAL,< 1000 ft,C-402,1,1,8/16/07 0:00,No damage,2,BUSINESS,Massachusetts,Climb,Small,Overcast,Unknown bird - small,0,500,0,No
Airplane,ABILENE REGIONAL ARPT,< 1000 ft,BE-36,1,1,8/16/07 0:00,Caused damage,1,BUSINESS,Texas,Approach,Medium,Overcast,Unknown bird - medium,319,50,0,No
Airplane,FLOYD BENNETT MEMORIAL,< 1000 ft,BE-400 BJET,1,1,8/16/07 0:00,No damage,2,BUSINESS,New York,Landing Roll,Small,Some Cloud,Unknown bird - small,0,0,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,8/16/07 0:00,No damage,2,SKYWEST AIRLINES,Kentucky,Climb,Small,No Cloud,Rock pigeon,0,21,0,No
Airplane,JOE FOSS FIELD ARPT,< 1000 ft,CL-RJ100/200,1,1,8/17/07 0:00,No damage,2,SKYWEST AIRLINES,South Dakota,Landing Roll,Medium,Some Cloud,Unknown bird - medium,0,0,0,No
Airplane,ALBANY INTL,< 1000 ft,B-737-300,1,1,8/17/07 0:00,No damage,2,US AIRWAYS*,New York,Approach,Small,No Cloud,Unknown bird - small,0,500,0,Yes
Airplane,SALT LAKE CITY INTL,> 1000 ft,CL-RJ900,1,1,8/17/07 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Large,Some Cloud,Unknown bird - large,0,"2,000",0,No
Airplane,INDIANAPOLIS INTL,< 1000 ft,A-300,1,1,8/17/07 0:00,No damage,2,TRADEWINDS AIRLINES,Indiana,Take-off run,Medium,Overcast,Unknown bird - medium,0,0,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,C-500,1,1,8/17/07 0:00,No damage,2,BUSINESS,Kentucky,Approach,Medium,Some Cloud,Unknown bird - medium,0,100,0,No
Airplane,BLUE GRASS ARPT,< 1000 ft,CL-RJ100/200,1,1,8/17/07 0:00,No damage,2,SKYWEST AIRLINES,Kentucky,Take-off run,Small,No Cloud,Unknown bird - small,0,0,0,No
Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,8/17/07 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Small,Overcast,European starling,0,50,0,No
Airplane,PHILADELPHIA INTL,< 1000 ft,A-320,1,1,8/18/07 0:00,No damage,2,NORTHWEST AIRLINES,Pennsylvania,Approach,Small,No Cloud,Unknown bird - small,0,400,0,No
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,8/18/07 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Landing Roll,Medium,No Cloud,Unknown bird - medium,0,0,0,No
Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,1,1,8/18/07 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,Small,No Cloud,Unknown bird - small,0,5,0,Yes
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-737-300,1,1,8/18/07 0:00,No damage,2,UNITED AIRLINES,Illinois,Landing Roll,Small,Overcast,Barn swallow,0,0,0,Yes
Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,8/18/07 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Approach,Small,Some Cloud,Unknown bird - small,0,400,0,Yes
